Startseite,Endseite,Abbilder,ID,Titel,Autor,Jahr,Link,Schriftenreihe,Band,Textbeziehungen
232,238,,094915792,Über den stabreim bei Finnen und Tataren,"Schott, Wilhelm",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1877/tif/&pn=0000242,09-mon,1877,
241,259,mit 1 Tafel,094921504,Über das Spectrum des neuen Sterns im Schwan,"Vogel, Hermann Karl",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1877/tif/&pn=0000251,09-mon,1877,
261,291,mit 2 Tafeln,094942242,Übersicht der während der Reise um die Erde in den Jahren 1874-1876 auf S. M. Schiff Gazelle gesammelten Land- und Süsswasser-Mollusken,"Martens, Eduard von",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1877/tif/&pn=0000272,09-mon,1877,
292,296,mit 1 Tafel,094926336,"Über eine neue krystallisirte Tellurgold-Verbindung, den Bunsenin Krenner's","Rath, Gerhard vom",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1877/tif/&pn=0000305,09-mon,1877,
299,326,,094900175,Über die Abhängigkeit der electrischen Leitungsfähigkeit des Selens von Wärme und Licht,"Siemens, Werner von",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1877/tif/&pn=0000313,09-mon,1877,Verweis: 094956804
326,337,mit 3 Tafeln,094911851,Über den Einfluss des Lichtes auf den elektrischen Leitungswiderstand von Metallen,"Hansemann, Gustav",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1877/tif/&pn=0000340,09-mon,1877,
339,371,,094921008,"Der Hospitaliter-Orden vom heiligen Geist, zumal in Deutschland","Virchow, Rudolf",1877,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1877/tif/&pn=0000356,09-mon,1877,
374,389,,094910790,"Versuche über die Einwirkung des Chlor-, Brom- und Jodmethyls auf Anilin","Hofmann, August Wilhelm von",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1877/tif/&pn=0000391,09-mon,1877,
389,394,,094918961,Über die Einwirkung des Schwefelwasserstoffs auf die Isonitrile,"Hofmann, August Wilhelm von",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1877/tif/&pn=0000406,09-mon,1877,
394,403,,094908389,Über das Polysulfhydrat des Strychnins,"Hofmann, August Wilhelm von",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1877/tif/&pn=0000411,09-mon,1877,
403,406,,094909423,Über Tetraphenylmelamin,"Hofmann, August Wilhelm von",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1877/tif/&pn=0000420,09-mon,1877,
407,423,mit 1 Tafel,09495044X,Herpetologische Notizen. I. Über die von Spix in Brasilien gesammelten Eidechsen des Königlichen Naturalien-Kabinets zu München. II. Bemerkungen über neue oder weniger bekannte Amphibien,"Peters, Wilhelm",1877,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1877/tif/&pn=0000424,09-mon,1877,
425,439,,094940258,[Boden und Klima von Athen.] Festrede gehalten am 5. Juli 1877 zur Feier des Leibnizischen Jahrestages,"Curtius, Ernst",1877,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1877/tif/&pn=0000443,09-mon,1877,
439,444,,094914443,Antrittsrede,"Dillmann, August",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1877/tif/&pn=0000457,09-mon,1877,Antwort: NEU-ANTWORT-29
444,446,,NEU-ANTWORT-29,Antwort auf die Antrittsrede von Dillmann,"Curtius, Ernst",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1877/tif/&pn=0000462,09-mon,1877,Antrittsrede: 094914443
455,460,mit 1 Tafel,09493844X,"Über die von Hrn. Prof. Dr. K. Möbius 1874 auf den Maskarenen und Seychellen, sowie über die von Hrn. Dr. Sachs 1876 in Venezuela gesammelten Amphibien","Peters, Wilhelm",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1877/tif/&pn=0000473,09-mon,1877,
461,467,mit 1 Tafel,094931976,Über Hornquecksilber von el Doctor in Mexico,"Websky, Martin",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1877/tif/&pn=0000480,09-mon,1877,
469,473,,09490605X,Über die von Hrn. Dr. C. Sachs in Venezuela gesammelten Fische,"Peters, Wilhelm",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1877/tif/&pn=0000489,09-mon,1877,
474,476,,094899851,Zwei griechische Inschriften,"Curtius, Ernst",1877,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1877/tif/&pn=0000494,09-mon,1877,
479,499,,09490958X,Über das Prooemium des Lucretius,"Vahlen, Johannes",1877,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1877/tif/&pn=0000499,09-mon,1877,
500,504,,094896135,Über electrolytische Ströme durch feste Salze,"Gross, Theodor",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1877/tif/&pn=0000520,09-mon,1877,
505,507,,094956081,"Über die Ohrenrobben, Otariae. Nachtrag","Peters, Wilhelm",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1877/tif/&pn=0000525,09-mon,1877,
509,554,,094896720,Anneliden-Ausbeute S. M. S. Gazelle,"Grube, Eduard",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1877/tif/&pn=0000529,09-mon,1877,
555,556,mit 1 Tafel,094907285,"Über eine neue merkwürdige Art von fliegenden Fischen, Exocoetus cirriger, aus China und einen neuen Muraeniden, Ophichthys bitaeniatus, aus Mombas","Peters, Wilhelm",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1877/tif/&pn=0000575,09-mon,1877,
559,561,,094939322,Vergleichung der Wasserstände der Ostsee an der Preussischen Küste : Auszug,"Hagen, Gotthilf",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1877/tif/&pn=0000580,09-mon,1877,
561,566,,09489857X,Zur Anatomie der Appendicularien,"Langerhans, Paul",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1877/tif/&pn=0000582,09-mon,1877,
594,596,,094976473,Über eine den Brennpunkts-Eigenschaften der Kegelschnitte analoge Eigenschaft gewisser Oberflächen zweiter Ordnung,"Schroeter, Heinrich",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1877/tif/&pn=0000615,09-mon,1877,
598,611,,094934835,Zur Theorie der Bewegung der Elektricität in unterseeischen oder unterirdischen Telegraphendrähten,"Kirchhoff, Gustav",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1877/tif/&pn=0000619,09-mon,1877,
611,621,mit 1 Tafel,094922314,"Übersicht der Amphibien aus Chinchoxo (Westafrika), welche von der Africanischen Gesellschaft dem Berliner zoologischen Museum übergeben sind","Peters, Wilhelm",1877,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1877/tif/&pn=0000632,09-mon,1877,
621,624,,094954240,"Übersicht der Fische aus Chinchoxo und anderen Gegenden Westafrikas, welche die Afrikanische Gesellschaft dem Berliner zoologischen Museum übersandt hat","Reichenow, Anton",1877,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1877/tif/&pn=0000643,09-mon,1877,
625,655,mit 4 Tafeln,094964793,"Übersicht der Steinkorallen aus der Familie der Madreporaria aporosa, Eupsammina und Turbinarina, welche auf der Reise S. M. S. Gazelle um die Erde gesammelt wurden","Studer, Theophil",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1877/tif/&pn=0000647,09-mon,1877,Nachtrag: NEU-094964793-145
656,673,,094910936,Über die Zusammensetzung des Aeschynits und Samarskits,"Rammelsberg, Karl Friedrich",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1877/tif/&pn=0000682,09-mon,1877,
674,676,,094913137,Galvanische Ströme zwischen verschieden concentrirten Lösungen desselben Körpers und deren Spannungsreihen,"Moser, James",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1877/tif/&pn=0000700,09-mon,1877,
678,682,mit 1 Tafel,094923558,"Über zwei fossile Wirbelthiere, Probatrachus vicetinus und Hemitrichas schisticola, aus den Tertiärbildungen von Ponte bei Laverdà im Vicentinischen","Peters, Wilhelm",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1877/tif/&pn=0000704,09-mon,1877,
684,712,,094933294,Über das Kristallsystem und die Hauptbrechungs - Coëfficienten des Kaliglimmers,"Bauer, Max",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1877/tif/&pn=0000711,09-mon,1877,
713,726,,094936846,"Über galvanische Ströme, verursacht durch Concentrations-Unterschiede; Folgerungen aus der mechanischen Wärmetheorie","Helmholtz, Hermann von",1877,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1877/tif/&pn=0000740,09-mon,1877,
727,729,mit 1 Tafel,094916500,"Über Acicularia Virchowii, eine neue Annelidenform","Langerhans, Paul",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1877/tif/&pn=0000754,09-mon,1877,
729,733,,094969701,In welcher Weise tritt die negative Schwankung durch das Spinalganglion?,"Exner, Sigmund",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1877/tif/&pn=0000757,09-mon,1877,
734,738,,09489969X,"Übersicht über die während der sibirischen Expedition von 1876 von Hrn. Dr. O. Finsch gesammelten Säugethiere, Amphibien und Fische","Peters, Wilhelm",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1877/tif/&pn=0000762,09-mon,1877,
741,746,,094899878,Die Maasse von Senkereh und Khorsabad,"Oppert, Julius",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1877/tif/&pn=0000769,09-mon,1877,
747,758,,094920214,Weitere Erörterungen über das babylonisch-assyrische Längenmasssystem,"Lepsius, Richard",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1877/tif/&pn=0000775,09-mon,1877,
759,763,,094925887,Über die Genesis des Tetanus. Mit W. STIRLING,"Kronecker, Hugo",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1877/tif/&pn=0000787,09-mon,1877,
765,767,,094903514,Friedrich der Grosse und das Secretions - Gleichniss,"Berthold, Gerhard",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1877/tif/&pn=0000793,09-mon,1877,
789,819,mit 2 Tafeln,094920761,Zur Craniologie Illyriens,"Virchow, Rudolf",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1877/tif/&pn=0000797,09-mon,1877,
820,825,,094938849,Zur Blitzleitung. Mit einem Schreiben von H. BUFF und Bemerkungen von W. VON SIEMENS,"Riess, Peter Theophil",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1877/tif/&pn=0000845,09-mon,1877,
826,843,,094899673,Über Schmidt's neuen Stern im Schwan,"Lohse, Oswald",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1877/tif/&pn=0000851,09-mon,1877,
845,851,,094899428,Über Abelsche Gleichungen,"Kronecker, Leopold",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1877/tif/&pn=0000870,09-mon,1877,
1,8,,094927952,Über die Zeit von Herodot's Besuch in Sparta,"Kirchhoff, Adolf",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000004,09-mon,1878,
9,14,,094929890,Über die Zusammensetzung des Petalits und Pollucits von Elba,"Rammelsberg, Karl Friedrich",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000012,09-mon,1878,Verweis: 094969140
15,23,mit 1 Tafel,094914745,Über Markasit und seine regelmässigen Verwachsungen mit Eisenkies,"Sadebeck, Alexander",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000018,09-mon,1878,
25,36,,09496503X,"Über diejenigen Flächen, welche mit ihren reciprok polaren Flächen von derselben Ordnung sind und die gleichen Singularitäten besitzen","Kummer, Ernst Eduard",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000029,09-mon,1878,
38,53,,094921075,Über Telephonie,"Siemens, Werner von",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000042,09-mon,1878,
53,58,,094891664,Über Potenzreihen,"Kronecker, Leopold",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000057,09-mon,1878,
59,68,,094948933,[Friedrich II. und die bildenden Künste.] Festrede gehalten am 24. Januar 1878 zur Feier des Jahrestages Friedrichs II,"Curtius, Ernst",1878,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000063,09-mon,1878,
77,87,,094918198,Das Leokorion und die Volksversammlungsräume von Athen,"Curtius, Ernst",1878,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000081,09-mon,1878,
87,94,,094931046,"Zweite Mittheilung, die babylonisch-assyrischen Masse betreffend. Mit Bemerkungen von R. LEPSIUS","Oppert, Julius",1878,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000091,09-mon,1878,
95,121,,094917035,Über Sturmsche Functionen,"Kronecker, Leopold",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000099,09-mon,1878,
122,130,mit 1 Tafel,094933413,Über ungewöhnliche und anomale Flächen des Granat aus dem Pfitscher Thale,"Rath, Gerhard vom",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000126,09-mon,1878,
132,144,mit 1 Tafel,094935831,Über die Lichtreflexe schmaler Krystallflächen,"Websky, Martin",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000137,09-mon,1878,
145,152,,094916241,Über die Charakteristik von Functionen-Systemen,"Kronecker, Leopold",1878,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000150,09-mon,1878,
152,166,,094943699,Über die Reduction der Gleichung delta 2V : delta x2 + delta 2V : delta y2 + delta 2V : delta z2,"Wangerin, Albert",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000157,09-mon,1878,
172,188,,09491463X,Über das Zeitalter einiger Inschriften auf arsacidischen und sâsânidischen Monumenten,"Olshausen, Justus",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000177,09-mon,1878,
189,193,,09492077X,Über das Nervensystem der Chaetognathen,"Langerhans, Paul",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000194,09-mon,1878,
194,209,mit 2 Tafeln,094941882,Über die von Hrn. J. M. Hildebrandt während seiner letzten ostafrikanischen Reise gesammelten Säugethiere und Amphibien,"Peters, Wilhelm",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000199,09-mon,1878,
210,222,mit 1 Tafel,094948879,"Beschreibungen neuer Coleopteren, vorzüglich aus den Sammlungen des Hrn. J. M. Hildebrandt in Ostafrika","Harold, Edgar Freiherr von",1878,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000217,09-mon,1878,
224,243,,094960550,[Ueber das Nationalgefühl] Festrede gehalten am 28. März 1878 zur Feier des Geburtsfestes Sr. Majestät des Kaisers und Königs,"Du Bois-reymond, Emil",1878,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000232,09-mon,1878,
245,258,,094917485,Über dreisäurige Phenole im Buchenholztheeröl und über den Ursprung des Cedrirets,"Hofmann, August Wilhelm von",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000253,09-mon,1878,
258,265,,094938806,Über die Aethyläther der Pyrogallussäure und das Cedriret der Aethylreihe,"Hofmann, August Wilhelm von",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000266,09-mon,1878,
265,268,,094933553,Über die Darstellung der geschwefelten Amide,"Hofmann, August Wilhelm von",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000273,09-mon,1878,
269,276,,094931666,"Über den Magnetismus, der in zwei Kugeln durch Kräfte inducirt wird, welche symmetrisch gegen die Centrallinie wirken","Chwolson, Orest",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000277,09-mon,1878,
276,288,,094949794,Zur Kenntniss der Notitiae episcopatuum Graecorum,"Zachariae Von Lingenthal, Karl Eduard",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000284,09-mon,1878,
288,299,mit 2 Tafeln,094957991,Übersicht der von Hrn. J. M. Hildebrandt während seiner letzten mit Unterstützung der Akademie in Ostafrika ausgeführten Reise gesammelten Land- und Süsswasser-Conchylien,"Martens, Eduard von",1878,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000296,09-mon,1878,
302,304,,09493598X,Notizen über fernere Beobachtungen des neuen Sterns im Schwan,"Vogel, Hermann Karl",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000312,09-mon,1878,
306,308,,094899258,Über die specifische Wärme thierischer Gewebe,"Rosenthal, Isidor",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000316,09-mon,1878,
309,313,,094897360,On a sibi - reciprocal surface,"Cayley, Arthur",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000319,09-mon,1878,
314,338,mit 2 Tafeln,094932700,Übersicht der von W. Peters in Mossambique gesammelten Arachniden,"Karsch, Ferdinand",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000324,09-mon,1878,
343,356,,094906297,Über drei Elegien des Tibullus,"Vahlen, Johannes",1878,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000355,09-mon,1878,
356,363,,094896038,Beobachtung des Mercursdurchganges am 6. Mai 1878 auf dem Astrophysikalischen Observatorium zu Potsdam,"Auwers, Arthur",1878,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000368,09-mon,1878,
364,403,mit 1 Tafel,094908265,Über die auf dem Atlantischen Ocean in der Höhe der Capverdischen Inseln häufig vorkommenden Staubfälle,"Hellmann, Gustav",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000376,09-mon,1878,
409,431,mit 2 Tafeln,094899967,Untersuchungen über Absorptionsspectra,"Vogel, Hermann Wilhelm",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000422,09-mon,1878,
432,439,,094937400,Zur Geschichte des Auslaute im Altslowenischen,"Müllenhoff, Karl",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000447,09-mon,1878,
445,447,mit 1 Tafel,094918945,Über das Brustbein des Hippopotamus (Choeropsis) liberiensis,"Peters, Wilhelm",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000460,09-mon,1878,
448,455,mit 2 Tafeln,094931259,Thessalische Kunst,"Friedlaender, Julius",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000464,09-mon,1878,
457,461,,094903352,Synthese organischer Basen,"Ladenburg, Albert",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000475,09-mon,1878,
462,465,,09494413X,Über die Umsetzung des Natriumsulfantimonats im thierischen Organismus,"Lewin, Louis",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000480,09-mon,1878,
471,472,,094924023,Ansprache gehalten am 4. Juli 1878 in der öffentlichen Sitzung zur Feier des Leibnizischen Jahrestages [über die Attentate gegen Kaiser Wilhelm I.],"Curtius, Ernst",1878,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000489,09-mon,1878,
473,475,,094933987,Antrittsrede,"Conze, Alexander",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000491,09-mon,1878,Antwort: NEU-ANTWORT-30
475,478,,NEU-ANTWORT-30,Antwort auf die Antrittsrede von Conze,"Curtius, Ernst",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000493,09-mon,1878,Antrittsrede: 094933987
488,500,,094919496,Telephon und Klangfarbe,"Helmholtz, Hermann von",1878,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000506,09-mon,1878,
513,521,,094933545,Über Farbabkömmlinge der Pyrogallussäure-Äther,"Hofmann, August Wilhelm von",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000532,09-mon,1878,
524,550,mit 5 Tafeln,094927294,"Zweite Abtheilung der Anthozoa polyactinia, welche wahrend der Reise S. M. S. Corvette Gazelle um die Erde gesammelt wurden","Studer, Theophil",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000543,09-mon,1878,
558,582,,094900582,"Physikalisch-mechanische Betrachtungen, veranlasst durch eine Beobachtung der Thätigkeit des Vesuvs im Mai 1878","Siemens, Werner von",1878,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000582,09-mon,1878,
583,602,,094903697,Neue Methode zur Bestimmung der Bahnelemente gleicher Wahrscheinlichkeit für einen kleinen Planeten aus den Beobachtungen einer Erscheinung,"Oppolzer, Theodor Ritter von",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000607,09-mon,1878,
613,616,,094950164,Über die Bestimmung des Lithions durch phosphorsaures Natron,"Rammelsberg, Karl Friedrich",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000637,09-mon,1878,
616,631,,094918171,Über die Zusammensetzung der Lithionglimmer,"Rammelsberg, Karl Friedrich",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000640,09-mon,1878,
616,631,,NEU-094926085-147,Über die Zusammensetzung der Lithionglimmer : Zweite Abhandlung,"Rammelsberg, Karl Friedrich",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000640,09-mon,1878,Verweis: 094926085
632,688,mit 5 Tafeln,094915857,"Übersicht der Anthozoa Alcyonaria, welche während der Reise S. M. S. Gazelle um die Erde gesammelt wurden","Studer, Theophil",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000656,09-mon,1878,
675,675,,09495349X,"Übersicht der Steinkorallen aus der Familie der Madreporaria aporosa, Eupsammina und Turbinarina, welche auf der Reise S. M. S. Gazelle um die Erde gesammelt wurden : Nachtrag","Studer, Theophil",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000699,09-mon,1878,
675,675,,NEU-094964793-145,"Übersicht der Steinkorallen aus der Familie der Madreporaria aporosa, Eupsammina und Turbinarina, welche auf der Reise S. M. S. Gazelle um die Erde gesammelt wurden","Studer, Theophil",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000699,09-mon,1878,Hauptteil: 094964793
688,704,,094969736,Über Zeit und Abfolge der Litteraturbriefe des Horatius,"Vahlen, Johannes",1878,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000717,09-mon,1878,
705,709,,09491642X,Über das Sauerstoffspektrum und über die elektrischen Lichterscheinungen verdünnter Gase in Röhren mit Flüssigkeits-Elektroden,"Paalzow, Adolf",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000734,09-mon,1878,
711,746,,094934177,Über die Schrift Anti-St. Pierre und deren Verfasser,"Droysen, Johann Gustav",,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/09-mon/1878/tif/&pn=0000740,09-mon,1878,
